key	ko-KR	zh-CN	en-US	ja-JP	zh-TW
SANGVIS_INFO_RANK	태생 레어도	稀有度	Rarity	レアリティ	稀有度
SANGVIS_INFO_NAME	혼합세력	人形	Name	人形	人形
SANGVIS_INFO_SIZE	체격	体型	Size	サイズ	體型
SANGVIS_INFO_LEVEL	레벨	等级	Level	レベル	等級
SANGVIS_INFO_SUM_EXP	누적 경험치	累积经验值	Total Exp	累計経験値	累積經驗值
SANGVIS_INFO_CURRENT_EXP	현재 경험치	现在经验值	Current Exp	現在経験値	現在經驗值
SANGVIS_INFO_REQUIRE_EXP	필요 경험치	需要经验值	Required Exp	必要経験値	需要經驗值
SANGVIS_INFO_DUMMY_LINK	편제 수	编制数	Link	リンク数	編制數
SANGVIS_INFO_RESOLUTION	개발	开发	Development	開発	開發值
SANGVIS_INFO_ADVANCE	분석	解析	Analysis	解析	解析
SANGVIS_INFO_MAX_HP	최대 체력	最大生命值	Max HP	最大HP	最大生命值
SANGVIS_INFO_HP	체력	生命	HP	HP	生命
SANGVIS_INFO_SKILL1	스킬1	技能1	Skill1	スキル1	技能1
SANGVIS_INFO_SKILL2	스킬2	技能2	Skill2	スキル2	技能2
SANGVIS_INFO_SKILL3	스킬3	技能3	Skill3	スキル3	技能3
SANGVIS_INFO_SKILL4	스킬4	技能4	Skill4	スキル4	技能4
SANGVIS_INFO_CHIP1_ID	칩셋1 ID	芯片1 ID	Chip1 ID	チップ1 ID	晶片1 ID
SANGVIS_INFO_CHIP1_NAME	칩셋1	芯片1	Chip1	チップ1	晶片1
SANGVIS_INFO_CHIP2_ID	칩셋2 ID	芯片2 ID	Chip2 ID	チップ2 ID	晶片2 ID
SANGVIS_INFO_CHIP2_NAME	칩셋2	芯片2	Chip2	チップ2	晶片2
SANGVIS_INFO_FAVOR	호감도	好感	Affection	好感度	好感度
SANGVIS_INFO_IS_OATH	서약여부	是否誓约	Oathed	誓約	是否誓約
SANGVIS_INFO_OATH_DATETIME	서약일	誓约日	Oathed Datetime	誓約日	誓約日
SANGVIS_INFO_IS_LOCK	잠김여부	是否锁定	Locked	ロック	是否鎖定
RESCUE_DOLL_DATETIME	날짜시각	日期时间	Datetime	日付	日期時間
RESCUE_DOLL_MISSION_ID	전역 ID	作战 ID	Mission ID	戦役ID	作戰 ID
RESCUE_DOLL_MISSION_NAME	전역	作战	Mission	戦役	作戰
RESCUE_DOLL_MISSION_COUNT	전역횟수	作战次数	Mission Attempt	戦役回数	作戰次數
RESCUE_DOLL_DOLL_ID	인형 ID	人形ID	Doll ID	人形ID	人形ID
RESCUE_DOLL_DOLL_TYPE	인형 병과	Doll Type	Doll Type	銃種	人形種類
RESCUE_DOLL_DOLL_NAME	인형 이름	Doll Name	Doll Name	人形	人形名稱
RESCUE_DOLL_DOLL_STAR	인형 등급	Doll Rarity	Doll Rarity	レアリティ	人形星數
RESCUE_DOLL_DOLL_CORE	인형 코어	Doll Core	Doll Core	コア	人形核心數
RESCUE_DOLL_EQUIP_TYPE	장비 종류	Equip Type	Equip Type	種類	裝備種類
RESCUE_DOLL_EQUIP_NAME	장비 이름	Equip Name	Equip Name	明色	裝備名稱
RESCUE_DOLL_EQUIP_STAR	장비 등급	Equip Rarity	Equip Rarity	レアリティ	裝備稀有度
THEATER_WAVE_AREA_ID	지역번호	Area ID	Area ID	地区ID	地區ID
THEATER_WAVE_WAVE_NUM	웨이브	Wave	Wave	Wave	波
THEATER_WAVE_TEAM_ID	적 구성번호	Enemy ID	Enemy ID	敵ID	敵方ID
THEATER_WAVE_MEMBERS	적 구성	Enemy Member	Enemy Member	敵構成	敵方構成
THEATER_WAVE_POWER	작전능력	Power	Power	戦力値	戰力值
THEATER_WAVE_IS_NIGHT	야전 여부	Night	Night	夜戦	夜戰
THEATER_WAVE_MAX_DEF	최대 역장	Max Def	Max Def	偏向障壁最大値	最大立場值
CSV_PRODUCTION_DATETIME	날짜시각	Datetime	Datetime	日付/時刻	Datetime
CSV_PRODUCTION_PRODUCE_TYPE	제조	ProduceType	ProduceType	カテゴリ	ProduceType
CSV_PRODUCTION_TYPE	종류	Type	Type	種類	Type
CSV_PRODUCTION_INPUT_LEVEL	투입	InputLevel	InputLevel	製造レベル	InputLevel
CSV_PRODUCTION_SPEND_RES	소모자원	SpendResource	SpendResource	投入資源	SpendResource
CSV_PRODUCTION_RANK	등급	Rank	Rank	レアリティ	Rank
CSV_PRODUCTION_NAME	이름	Name	Name	名称	Name
CSV_PRODUCTION_ID	번호	ID	ID	ID	ID
CSV_ITEM_ID	아이템 번호	Item ID	Item ID	ID	Item ID
CSV_ITEM_NAME	아이템 이름	Item Name	Item Name	名称	Item Name
CSV_ITEM_NUMBER	아이템 갯수	Item Number	Item Number	番号	Item Number
THEATER_TEAM_AREA_ID	구역번호	Area ID	Area ID	地区ID	Area ID
THEATER_TEAM_AREA_NAME	구역이름	Area Name	Area Name	地区名	Area Name
THEATER_TEAM_AREA_TYPE	전투종류	Battle Type	Battle Type	戦闘形式	Battle Type
THEATER_TEAM_DOLL_ID	도감번호	人形ID	Doll ID	人形ID	人形ID
THEATER_TEAM_DOLL_TYPE	병종	类型	Type	種類	類型
THEATER_TEAM_DOLL_NAME	이름	人形	Name	人形	人形
THEATER_TEAM_DOLL_FAVOR	호감도	好感	Affection	好感度	好感度
THEATER_TEAM_DOLL_OATH	서약	是否誓约	Oathed	誓約	是否誓约
THEATER_TEAM_DOLL_SKILL1	스킬1	技能1	Skill1	スキル1	技能1
THEATER_TEAM_DOLL_SKILL2	스킬2	技能2	Skill2	スキル2	技能2
THEATER_TEAM_DOLL_EQUIP1	장비1	装备1	Equip1	装備1	裝備1
THEATER_TEAM_DOLL_EQUIP2	장비2	装备2	Equip2	装備2	裝備2
THEATER_TEAM_DOLL_EQUIP3	장비3	装备3	Equip3	装備3	裝備3
THEATER_TEAM_DOLL_CE	작전능력	作战效能	Combat Effectiveness	作戦能力	作戰效能
THEATER_TEAM_DOLL_EFFECT	예상피해	伤害预期	Predicted Damage	ダメージ予測	預期傷害
THEATER_TEAM_DOLL_RANK	순위	名次	Rank	順位	名次
THEATER_TEAM_AREA_1	초급	初级	Elementary	初級	初级
THEATER_TEAM_AREA_2	중급	中级	Intermediate	中級	中级
THEATER_TEAM_AREA_3	고급	高级	Advanced	上級	高级
THEATER_TEAM_AREA_4	핵심	核心	Critical	コア	核心
THEATER_TEAM_DAY	주간	夜战	Night	夜戦	夜戰
THEATER_TEAM_NIGHT	야간	昼战	Day	昼戦	日戰
// Equip Type					
EQUIP_OPTICAL	옵티컬	光学瞄具	Optical	オプティカル	光學瞄具
EQUIP_HOLO	이오텍	全息瞄具	Holographic	ホロサイト	全息瞄具
EQUIP_REDDOT	레드닷	红点瞄具	Red Dot	ドットサイト	紅點瞄具
EQUIP_NIGHTEQUIP	야시장비	夜战装备	Night Equip	暗視装備	夜視鏡
EQUIP_AP	철갑탄	穿甲弹	AP Round	徹甲弾	穿甲彈
EQUIP_HP	HP탄	空尖弹	HP Round	ホローポイント弾	空尖彈
EQUIP_BUCKSHOT	벅 샷	猎鹿弹	Buckshot Shell	バックショット	獵鹿彈
EQUIP_SLUGSHELL	슬러그탄	独头弹	Slug Shell	スラッグ弾	獨頭彈
EQUIP_HV	고속탄	高速弹	HV Round	高速弾	高速彈
EQUIP_CHIP	칩셋	Chip	Chip	チップ	晶片
EQUIP_EXO	외골격	外骨骼	Exo	外骨格	外骨骼
EQUIP_TEXO	T외골격	T外骨骼	T-Exo	T外骨格	T外骨骼
EQUIP_XEXO	X외골격	X外骨骼	X-Exo	X外骨格	X外骨骼
EQUIP_SUPPRESSOR	소음기	消音器	Silencer	サイレンサー	消音器
EQUIP_ARMORPLATE	방탄판	防弹插板	Armor Plate	防弾ベスト	防彈插板
EQUIP_AMMOBOX	탄약통	弹链箱	Ammo Box	アサルトパック	彈鏈箱
EQUIP_CLOAK	슈트	伪装披风	Camo Cloak	カモフラージュマント	偽裝披風
EQUIP_EXCLUSIVE	전용장비	专属装备	Exclusive	専用装備	專屬裝備
EQUIP_RMR	예비 조준기	备用瞄具	RMR Red Dot	备用瞄具（未実装）	備用瞄具
EQUIP_FLARE	신호탄	信号弹	Flaregun	信号弹（未実装）	信號彈
EQUIP_FLASHBANG	산탄총 섬광탄	闪光弹	Flashbang Round	闪光弹（未実装）	霰彈用閃光彈
EQUIP_SLAP	특수철갑탄	脱壳穿甲弹	SLAP	脱壳穿甲弹（未実装）	特殊穿甲彈
EQUIP_M1022AP	저격탄	狙击弹	M1022 AP Round	狙击弹（未実装）	狙擊彈
EQUIP_BIRDSHOT	버드샷	鸟弹	Birdshot	鸟弹（未実装）	鳥彈
// Fairy Trait					
TRAIT_910101	살상계I	杀伤型I	Damage I	殺傷型I	殺傷型I
TRAIT_910102	살상계II	杀伤型II	Damage II	殺傷型II	殺傷型II
TRAIT_910103	정밀계I	精准型I	Accuracy I	精確型I	精準型I
TRAIT_910104	정밀계II	精准型II	Accuracy II	精確型II	精準型II
TRAIT_910105	회피계I	回避型I	Evasion I	回避型I	迴避型I
TRAIT_910106	회피계II	回避型II	Evasion II	回避型II	迴避型II
TRAIT_910107	장갑계I	护甲型I	Armor I	防護型I	護甲型I
TRAIT_910108	장갑계II	护甲型II	Armor II	防護型II	護甲型II
TRAIT_910109	필살계I	必杀型I	Critical I	必殺型I	必殺型I
TRAIT_910110	필살계II	必杀型II	Critical II	必殺型II	必殺型II
TRAIT_910111	선봉계	冲锋型	Charge	先鋒型	衝鋒型
TRAIT_910112	돌격계	突击型	Assault	突撃型	突擊型
TRAIT_910113	조준계	瞄准型	Aim	照準型	瞄準型
TRAIT_910114	완강계	坚韧型	Sturdy	強靭型	堅韌型
TRAIT_910115	진압계	镇压型	Suppression	鎮圧型	鎮壓型
TRAIT_910116	예민계	敏锐型	Keen	鋭敏型	敏銳型
TRAIT_910117	격양계	激昂型	Fervor	激昂型	激昂型
TRAIT_910118	황금계	黄金型	Golden	黄金型	黃金型
TRAIT_910119	급양계	厨神型	Chef	給養型	廚神型
TRAIT_910120	현란계	绚烂型	Splendor	絢爛型	絢爛型
TRAIT_910121	연하계	贺岁型	Chinese New Year	賀正型	賀歲型
TRAIT_910122	청량계	清凉型	Cool	清凉型	清涼型
TRAIT_910124	길운계	吉祥型	Auspicious Type	吉祥型	吉祥型
TRAIT_900906	모래폭풍	沙暴型	沙暴型	沙暴型	沙暴型
TRAIT_902385	환호계	欢呼型	欢呼型	欢呼型	歡呼型
// Sangvis Force					
SANGVIS_FORCE_0	기타	Other	Other	Other	其他
SANGVIS_FORCE_1	철혈공조	铁血工製	Sangvis Ferri	鉄血工造	鐵血工造
SANGVIS_FORCE_2	KCCO	KCCO	KCCO	KCCO	軍方
SANGVIS_FORCE_3	페러데우스	帕拉蒂斯	Paradeus	パラデウス	帕拉蒂斯
// Quest					
// Quest (Deprecated)					
QUEST_1001	전역승리	作战胜利	Clear Any Mission	戦役勝利	通關任意關卡
QUEST_1002	전역승리	作战胜利	Clear Any Mission	戦役勝利	通關任意關卡
QUEST_1003	전역승리	作战胜利	Clear Any Mission	戦役勝利	通關任意關卡
QUEST_1004	인형제조	战术少女制造	Produce T-Doll	人形製造	戰術少女製造
QUEST_1005	인형제조	战术少女制造	Produce T-Doll	人形製造	戰術少女製造
QUEST_1006	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_1007	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_1008	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_1009	인형강화	战术少女强化	Enhance T-Doll	人形強化	戰術少女強化
QUEST_1010	인형강화	战术少女强化	Enhance T-Doll	人形強化	戰術少女強化
QUEST_1011	수복	战术少女修复	Repair	人形修理	戰術少女修復
QUEST_1012	수복	战术少女修复	Repair	人形修理	戰術少女修復
QUEST_1013	수복	战术少女修复	Repair	人形修理	戰術少女修復
QUEST_1014	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
QUEST_1015	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
QUEST_1016	장비제조	装备制造	Produce Equip	装備製造	裝備製造
QUEST_1017	장비제조	装备制造	Produce Equip	装備製造	裝備製造
QUEST_1018	장비강화	装备强化	Enhance Equip	装備強化	裝備強化
QUEST_1019	장비강화	装备强化	Enhance Equip	装備強化	裝備強化
QUEST_1020	공유전지 획득	获得共用电池	Collect Battery	戦友宿舎バッテリー獲得	獲得共用電池
QUEST_1021	지원제대 호출	使用支援梯队	Use Support Echelon	支援部隊使用	使用支援梯隊
QUEST_1022	정보분석	情报解析	Data Analysis	情報分析	情報解析
QUEST_1023	정보분석	情报解析	Data Analysis	情報分析	情報解析
QUEST_2001	수복	战术少女修复	Repair	人形修理	戰術少女修復
QUEST_2002	철혈기계 처치	消灭普通机械铁血兵	Eliminate Machine S.F.	鉄血機械討伐	消滅普通單位
QUEST_2003	철혈인형 처치	消灭普通人形铁血兵	Eliminate Humanoid S.F.	鉄血人形討伐	消滅普通單位
QUEST_2004	철혈보스 처치	消灭BOSS	Eliminate Boss S.F.	鉄血ボス討伐	消滅BOSS
QUEST_2005	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_2006	S랭크 전투	以S评价完成战斗	S Rank Battle	Sランク戦闘	以S評價完成戰鬥
QUEST_2007	인형강화	战术少女强化	Enhance T-Doll	人形強化	戰術少女強化
QUEST_2008	인형제조	战术少女制造	Produce T-Doll	人形製造	戰術少女製造
QUEST_2009	스킬훈련	人形技能训练	Skill Training	スキル訓練	技能訓練
QUEST_2010	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
QUEST_2011	장비제조	装备制造	Produce Equip	装備製造	裝備製造
QUEST_2012	장갑기계 처치	消灭装甲机械铁血兵	Eliminate Armored Machine S.F.	装甲機械討伐	消滅裝甲單位
QUEST_2013	장갑인형 처치	消灭装甲人形铁血兵	Eliminate Armored Humanoid S.F.	装甲人形討伐	消滅裝甲單位
QUEST_2014	중형인형제조	人形重型制造	Produce Heavy T-Doll	大型人形製造	人形重型製造
QUEST_2015	장비교정	装备校准	Calibrate Equip	装備校正	裝備校準
QUEST_2016	장비강화	装备强化	Enhance Equip	装備強化	裝備強化
QUEST_2017	중형장비제조	装备重型制造	Produce Heavy Equip	大型装備製造	裝備重型製造
QUEST_2018	요정교정	妖精校准	Calibrate Fairy	妖精校正	妖精校準
QUEST_2019	요정강화	妖精强化	Enhance Fairy	妖精強化	妖精強化
QUEST_2020	정보분석	情报解析	Data Analysis	情報分析	情報解析
QUEST_2021	칩셋강화	强化消耗芯片	Enhance Chip	重装チップ強化	強化消耗晶片
QUEST_3001	아무 전역 승리	完成任何作战	Clear Any Mission	無作為の戦役勝利	通關任意關卡
QUEST_3002	아무 적 처치	消灭任何敌人	Eliminate Any Enemy	無作為の敵討伐	消滅任何敵人
QUEST_3003	일반 4-6 승리	通过普通4-6	Clear Mission 4-6	通常4-6勝利	通關普通4-6
QUEST_3004	일반 5-6 승리	通过普通5-6	Clear Mission 5-6	通常5-6勝利	通關普通5-6
QUEST_3005	일반 6-6 승리	通过普通6-6	Clear Mission 6-6	通常6-6勝利	通關普通6-6
QUEST_3006	일반 7-6 승리	通过普通7-6	Clear Mission 7-6	通常7-6勝利	通關普通7-6
QUEST_3007	철혈보스 처치	消灭BOSS	Eliminate Boss S.F.	鉄血ボス討伐	消滅BOSS
QUEST_3008	장갑인형 처치	消灭装甲人形铁血兵	Eliminate Armored Humanoid S.F.	装甲人形討伐	消滅裝甲人形鐵血兵
QUEST_3009	장갑기계 처치	消灭装甲机械铁血兵	Eliminate Armored Machine S.F.	装甲機械討伐	消滅裝甲機械鐵血兵
QUEST_3010	철혈인형 처치	消灭普通人形铁血兵	Eliminate Humanoid S.F.	鉄血人形討伐	消滅普通人形鐵血兵
QUEST_3011	철혈기계 처치	消灭普通机械铁血兵	Eliminate Machine S.F.	鉄血機械討伐	消滅普通機械鐵血兵
QUEST_3012	일반 전역승리	通过普通战役	Clear Normal Mission	通常戦役勝利	通關普通戰役
QUEST_3013	긴급 전역승리	通过紧急战役	Clear Emergency Mission	緊急戦役勝利	通關緊急戰役
QUEST_3014	야간 전역승리	通过夜战战役	Clear Night Mission	夜戦戦役勝利	通關夜戰戰役
// Daily Quest (New Version)					
QUEST_2_1001	전역승리	作战胜利	Clear Any Mission	戦役勝利	通關任意關卡
QUEST_2_1002	전역승리	作战胜利	Clear Any Mission	戦役勝利	通關任意關卡
QUEST_2_1003	전역승리	作战胜利	Clear Any Mission	戦役勝利	通關任意關卡
QUEST_2_1004	인형제조	战术少女制造	Produce T-Doll	人形製造	戰術少女製造
QUEST_2_1005	인형제조	战术少女制造	Produce T-Doll	人形製造	戰術少女製造
QUEST_2_1006	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_2_1007	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_2_1008	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_2_1009	인형강화	战术少女强化	Enhance T-Doll	人形強化	戰術少女強化
QUEST_2_1010	인형강화	战术少女强化	Enhance T-Doll	人形強化	戰術少女強化
QUEST_2_1011	인형수복	战术少女修复	Repair Unit	人形修理	戰術少女修復
QUEST_2_1012	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
QUEST_2_1013	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
QUEST_2_1014	장비제조	装备制造	Produce Equip	装備製造	裝備製造
QUEST_2_1015	장비제조	装备制造	Produce Equip	装備製造	裝備製造
QUEST_2_1016	장비강화	装备强化	Enhance Equip	装備強化	裝備強化
QUEST_2_1017	장비강화	装备强化	Enhance Equip	装備強化	裝備強化
QUEST_2_1018	공유전지 획득	获得共用电池	Collect Battery	戦友宿舎バッテリー獲得	獲得共用電池
QUEST_2_1019	칭찬하기	Like Friend Dorm	Like Friend Dorm	戦友いいね	點讚好友宿舍
QUEST_2_1020	정보분석	情报解析	Intelligence Analysis	情報分析	情報解析
QUEST_2_1021	정보분석	情报解析	Intelligence Analysis	情報分析	情報解析
QUEST_2_1022	혼합훈련	혼합훈련	Coalition Drill	混合演習	融合演習
QUEST_2_1023	혼합훈련	혼합훈련	Coalition Drill	混合演習	融合演習
// Weekly Quest (New Version)					
QUEST_2_2001	일반유닛 처치	Eliminate Unit	Eliminate Unit	非装甲敵撃破	消滅普通單位
QUEST_2_2002	일반유닛 처치	Eliminate Unit	Eliminate Unit	非装甲敵撃破	消滅普通單位
QUEST_2_2003	보스 처치	Eliminate Boss	Eliminate Boss	ボス撃破	消滅Boss
QUEST_2_2004	군수지원	后勤支援	Logistic Support	後方支援	後勤支援
QUEST_2_2005	S랭크 전투	以S评价完成战斗	S-Rank Battle	Sランク戦闘	以S評價完成戰鬥
QUEST_2_2006	인형강화	战术少女强化	Enhance T-Doll	人形強化	戰術少女強化
QUEST_2_2007	인형제조	战术少女制造	Produce T-Doll	人形製造	戰術少女製造
QUEST_2_2008	스킬훈련	人形技能训练	Skill Training	スキル訓練	技能訓練
QUEST_2_2009	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
QUEST_2_2010	장비제조	装备制造	Produce Equip	装備製造	裝備製造
QUEST_2_2011	장갑유닛 처치	Eliminate Armored Unit	Eliminate Armored Unit	装甲敵撃破	消滅裝甲單位
QUEST_2_2012	장갑유닛 처치	Eliminate Armored Unit	Eliminate Armored Unit	装甲敵撃破	消滅裝甲單位
QUEST_2_2013	중형인형제조	人形重型制造	Produce Heavy T-Doll	大型人形製造	人形重型製造
QUEST_2_2014	장비교정	装备校准	Calibrate Equip	装備校正	裝備校準
QUEST_2_2015	장비강화	装备强化	Enhance Equip	装備強化	裝備強化
QUEST_2_2016	중형장비제조	装备重型制造	Produce Heavy Equip	大型装備製造	裝備重型製造
QUEST_2_2017	요정강화	妖精强化	Enhance Fairy	妖精強化	妖精強化
QUEST_2_2018	정보분석	情报解析	Intelligence Analysis	情報分析	情報解析
QUEST_2_2019	칩셋강화	强化消耗芯片	Enhance Chip	重装チップ強化	強化消耗晶片
QUEST_2_2020	정보임무	intelligence Quest	intelligence Quest	情報任務	情報任務
QUEST_2_2021	인형해체	Dismantle T-Doll	Dismantle T-Doll	人形解体	拆除人形
QUEST_2_2022	탐색	Explore	Exploration	探索	前進營地探索
QUEST_2_2023	일반회수	일반회수	Standard Capture	通常捕獲	收歸行動常規回收
QUEST_2_2024	혼합훈련	혼합훈련	Coalition Drill	融合訓練	融合演習
// Intelligence Quest (New Version)					
QUEST_2_3001	아무 전역 승리	完成任何作战	Clear Any Mission	無作為の戦役勝利	完成任何作戰
QUEST_2_3002	아무 적 처치	消灭任何敌人	Eliminate Any Enemy	無作為の敵討伐	消滅任何敵人
QUEST_2_3003	일반 4-6 승리	通过普通4-6	Clear Normal 4-6	通常4-6勝利	通關普通4-6
QUEST_2_3004	일반 5-6 승리	通过普通5-6	Clear Normal 5-6	通常5-6勝利	通關普通5-6
QUEST_2_3005	일반 6-6 승리	通过普通6-6	Clear Normal 6-6	通常6-6勝利	通關普通6-6
QUEST_2_3006	일반 7-6 승리	通过普通7-6	Clear Normal 7-6	通常7-6勝利	通關普通7-6
QUEST_2_3007	보스 처치	Eliminate Boss	Eliminate Boss	ボス撃破	消滅Boss
QUEST_2_3008	장갑유닛 처치	Eliminate Armored Unit	Eliminate Armored Unit	装甲敵撃破	消滅裝甲單位
QUEST_2_3010	일반유닛 처치	Eliminate Unit	Eliminate Unit	敵撃破	消滅普通單位
QUEST_2_3012	일반 전역승리	通过普通战役	Clear Normal Mission	通常戦役勝利	普通關卡勝利
QUEST_2_3013	긴급 전역승리	通过紧急战役	Clear Emergency Mission	緊急戦役勝利	緊急關卡勝利
QUEST_2_3014	야간 전역승리	通过夜战战役	Clear Night Mission	夜戦戦役勝利	夜戰關卡勝利
// Bingo Quest (New Version)					
QUEST_2_4001	일반 전역승리	通过普通战役	Clear Normal Mission	通常戦役勝利	挑戰任意普通戰役關卡
QUEST_2_4002	야간 전역승리	夜战战役挑战	Clear Night Mission	夜戦戦役勝利	挑戰任意夜戰關卡
QUEST_2_4003	긴급 전역승리	紧急战役挑战	Clear Emergency Mission	緊急戦役勝利	挑戰任意緊急關卡
QUEST_2_4004	인형구조	인형구조	Rescue T-Doll	人形救援	人形救援
QUEST_2_4005	인형강화	인형강화	Enhance T-Doll	人形強化	人形強化
QUEST_2_4006	장비강화	장비강화	Enhance Equip	装備強化	裝備強化
QUEST_2_4007	인형제조권 소모	인형제조권 소모	Spend T-Doll Contract	人形製造契約消費	消耗人形製造契約
QUEST_2_4008	장비제조권 소모	장비제조권 소모	Spend Equip Contract	装備製造契約消費	消耗裝備製造契約
QUEST_2_4009	쾌속제조권 소모	쾌속제조권 소모	Spend Quick Production	快速製造契約消費	消耗快速製造契約
QUEST_2_4010	쾌속수복권 소모	쾌속수복권 소모	Spend Quick Repair	快速修復契約消費	消耗快速修復契約
QUEST_2_4011	인력 소모	인력 소모	Spend Manpower	人力消費	消耗人力
QUEST_2_4012	탄약 소모	탄약 소모	Spend Ammo	弾薬消費	消耗彈藥
QUEST_2_4013	식량 소모	식량 소모	Spend Rations	配給消費	消耗口糧
QUEST_2_4014	부품 소모	부품 소모	Spend Parts	部品消費	消耗零件
QUEST_2_4015	전지 획득	전지 획득	Collect Battery	戦友バッテリー獲得	獲得好友電池
QUEST_2_4016	하트 수집	하트 수집	Collect Heart	ハート収集	愛心搜集
QUEST_2_4017	지원제대 사용	지원제대 사용	Use Support Echelon	支援部隊使用	使用好友梯隊
QUEST_2_4018	[권총] 인형 획득	[권총] 인형 획득	Acquire [HG] T-Doll	HG人形獲得	獲得手槍戰術人形
QUEST_2_4019	[기관단총] 인형 획득	[기관단총] 인형 획득	Acquire [SMG] T-Doll	SMG人形獲得	獲得衝鋒槍戰術人形
QUEST_2_4020	[돌격소총] 인형 획득	[돌격소총] 인형 획득	Acquire [AR] T-Doll	AR人形獲得	獲得突擊步槍戰術人形
QUEST_2_4021	[기관총] 인형 획득	[기관총] 인형 획득	Acquire [MG] T-Doll	MG人形獲得	獲得機槍戰術人形
QUEST_2_4022	[소총] 인형 획득	[소총] 인형 획득	Acquire [RF] T-Doll	RF人形獲得	獲得步槍戰術人形
QUEST_2_4023	[부속] 장비 획득	[配件] 장비 획득	Acquire [Accessories] Equip	アタッチメント装備	獲得任意配件類裝備
QUEST_2_4024	[탄약] 장비 획득	[弹匣] 장비 획득	Acquire [Magazines] Equip	弾倉装備	獲得任意彈匣類裝備
QUEST_2_4025	[인형] 장비 획득	[人形] 장비 획득	Acquire [Body Gears] Equip	人形装備	獲得任意人形類裝備
QUEST_2_4026	중형인형제조	중형인형제조	Produce Heavy T-Doll	大型人形製造	人形重造
QUEST_2_4027	중형장비제조	중형장비제조	Produce Heavy Equip	大型装備製造	裝備重造
QUEST_2_4028	군수로 쾌속제조권 획득	군수로 쾌속제조권 획득	Obtain Quick Production From Logistic	快速製造契約獲得（後方支援）	透過後勤支援帶回快速製造契約
QUEST_2_4029	군수로 쾌속수복권 획득	군수로 쾌속수복권 획득	Obtain Quick Repair From Logistic	快速修復契約獲得（後方支援）	透過後勤支援帶回快速修復契約
QUEST_2_4030	군수로 장비제조권 획득	군수로 장비제조권 획득	Obtain Equip Contract From Logistic	装備製造契約獲得（後方支援）	透過後勤支援帶回裝備製造契約
QUEST_2_4031	군수로 인형제조권 획득	군수로 인형제조권 획득	Obtain T-Doll Contract From Logistic	人形製造契約獲得（後方支援）	透過後勤支援帶回人形製造契約
QUEST_2_4032	보스 처치	보스 처치	Eliminate Boss	ボス撃破	消滅Boss
QUEST_2_4033	장갑기계 처치	장갑기계 처치	Eliminate Armored Machine S.F.	装甲機械鉄血兵	消滅裝甲機械鐵血兵
QUEST_2_4034	일반기계 처치	일반기계 처치	Eliminate Machine S.F.	ノーマル機械鉄血兵	消滅普通機械鐵血兵
QUEST_2_4035	일반인형 처치	일반인형 처치	Eliminate Humanoid S.F.	ノーマル人形鉄血兵	消滅普通人形鐵血兵
QUEST_2_4036	군수지원 시간	군수지원 시간	Logistic Support Time	累計後方支援時間	累積後勤支援時間
QUEST_2_4037	교정권 소모	교정권 소모	Spend Calibration Ticket	較正チケット消費	消耗校準點卷
QUEST_2_4038	모의작전	모의작전	Combat Simulation	模擬作戦	模擬作戰
QUEST_2_4039	스킬훈련	스킬훈련	Skill Training	スキル訓練	技能訓練
QUEST_2_4040	S랭크 승리	S랭크 승리	S-Rank Battle	S評価で戦闘	以S評價完成戰鬥
QUEST_2_4041	자율작전	자율작전	Auto-Battle	自律作戦	自律作戰
QUEST_2_4042	막대사탕 획득	波板糖 획득	Acquire Lollipop	ロリポップ （☆3家具返却）	獲得波板糖
QUEST_2_4043	소프트콘 획득	脆皮甜筒 획득	Acquire Ice Cream Cone	アイスクリーム （☆4家具返却）	獲得脆皮甜筒
QUEST_2_4044	친구 채팅	친구 채팅	Chat Friend	戦友にチャット	透過聊天向好友問候
QUEST_2_4045	숙소 칭찬	숙소 칭찬	Like Dorm	宿舎"いいね"	點讚好友宿舍
QUEST_2_4046	친구 신청	친구 신청	Request Friend	戦友申請	申請好友
QUEST_2_4047	선물 주기	선물 주기	Gift	ギフト贈呈	贈送禮物
QUEST_2_4048	전지 소모	전지 소모	Spend Battery	バッテリー消費	消耗電池
QUEST_2_4049	코어 획득	코어 획득	Acquire Core	コア獲得	獲得核心
QUEST_2_4050	방어훈련	Defense Drill	Defense Drill	防御演習	防禦演習
QUEST_2_4051	로그인	Login	Login	ログイン	登入
QUEST_2_4052	수복	Repair	Repair	修復	修復
QUEST_2_4053	인형 레벨업	Level Up T-Doll	Level Up T-Doll	人形レベルアップ	人形升級
